siparis_id,musteri_id,siparis_tarihi,sehir,musteri_kidem_ayi,kategori,birim_fiyat,adet,indirim_orani,kampanya,odeme_yontemi,cihaz,kargo_gunu,iade_edildi,memnuniyet_puani,siparis_tutari
S000689,M0220,2025-08-27,Bursa,19,Giyim,409.32,4.0,0.05,Hafta Sonu,Banka Kartı,Mobil,3.0,Hayır,3.0,1555.42
S000214,M0130,2025-03-19,İstanbul,36,Kitap,290.5,1.0,0.05,Yok,Kapıda Ödeme,Masaüstü,6.0,Hayır,4.0,275.97
S001221,M0022,2025-06-01,İstanbul,30,Ev & Yaşam,2558.29,1.0,0.15,Hafta Sonu,Banka Kartı,Mobil,10.0,Hayır,4.0,2174.55
S000950,M0001,2025-01-31,İstanbul,14,Kitap,100.33,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,4.0,80.26
S000482,M0024,2025-10-20,Ankara,35,Spor,1416.98,5.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,,7084.9
S000981,M0024,2025-03-08,Ankara,35,Spor,2050.74,1.0,0.0,Yok,Kapıda Ödeme,Mobil,9.0,Hayır,4.0,2050.74
S000527,M0124,2025-03-25,İzmir,1,Ev & Yaşam,940.63,1.0,0.1,Yeni Üye,Kapıda Ödeme,Mobil,6.0,Evet,3.0,846.57
S001034,M0081,2025-06-19,Ankara,26,Kitap,293.24,2.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,4.0,586.48
S000137,M0188,2025-01-17,İzmir,28,Elektronik,8678.52,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,8678.52
S000599,M0110,2025-01-27,Bursa,20,Spor,437.08,1.0,0.15,Özel Gün,Banka Kartı,Mobil,4.0,Hayır,4.0,371.52
S000442,M0024,2025-03-27,Ankara,35,Giyim,422.56,3.0,0.0,Yok,Kapıda Ödeme,Masaüstü,4.0,Hayır,4.0,1267.68
S000074,M0140,2025-08-10,Bursa,26,Ev & Yaşam,1689.05,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,5.0,1520.14
S000774,M0154,2025-09-02,İstanbul,30,Giyim,486.67,1.0,0.15,Yeni Üye,Banka Kartı,Masaüstü,1.0,Hayır,4.0,413.67
S001024,M0189,2025-04-18,Ankara,16,Spor,537.68,1.0,0.0,Yok,Banka Kartı,Mobil,1.0,Hayır,4.0,537.68
S000644,M0279,2025-10-30,Ankara,44,Giyim,385.82,3.0,0.1,Sepette İndirim,Banka Kartı,Tablet,2.0,Hayır,5.0,1041.71
S000037,M0309,2025-09-12,İzmir,18,Elektronik,3095.31,1.0,0.0,Yok,Kredi Kartı,Masaüstü,6.0,Hayır,5.0,3095.31
S001179,M0309,2025-06-03,İzmir,18,Kitap,165.21,2.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,330.42
S000935,M0195,2025-02-21,Elazığ,5,Kitap,158.02,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,4.0,Hayır,4.0,142.22
S000987,M0244,2025-09-07,İstanbul,42,Ev & Yaşam,558.22,2.0,0.2,Sepette İndirim,Banka Kartı,Mobil,1.0,Hayır,4.0,893.15
S001158,M0309,2025-12-09,İzmir,18,Ev & Yaşam,1157.79,1.0,0.25,Özel Gün,Kredi Kartı,Mobil,2.0,Evet,,868.34
S000159,M0306,2025-09-08,Ankara,25,Giyim,1390.05,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,3.0,Evet,,1251.04
S000083,M0042,2025-02-06,İstanbul,22,Kozmetik,449.79,2.0,0.1,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,5.0,809.62
S000728,M0071,2025-12-04,Ankara,24,Ev & Yaşam,1130.55,1.0,0.0,Yok,Kredi Kartı,Masaüstü,10.0,Hayır,4.0,1130.55
S000518,M0017,2025-10-05,Malatya,35,Giyim,349.31,1.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,314.38
S000292,M0273,2025-01-05,İstanbul,18,Kitap,417.95,1.0,0.05,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,397.05
S000635,M0192,2025-09-22,Bursa,35,Elektronik,2961.91,1.0,0.2,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,4.0,2369.53
S001195,M0216,2025-06-09,Malatya,45,Giyim,784.85,2.0,0.0,Yok,Banka Kartı,Mobil,10.0,Hayır,3.0,1569.7
S001220,M0126,2025-08-30,İzmir,27,Giyim,702.31,3.0,0.1,Hafta Sonu,Kredi Kartı,Tablet,1.0,Evet,3.0,1896.24
S000337,M0305,2025-07-06,Ankara,27,Elektronik,2867.09,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,5.0,2580.38
S000320,M0251,2025-07-18,Bursa,21,Giyim,625.6,6.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,5.0,3753.6
S001050,M0309,2025-07-05,İzmir,18,Giyim,1129.79,2.0,0.05,Hafta Sonu,Banka Kartı,Mobil,2.0,Evet,2.0,2146.6
S000034,M0213,2025-08-30,Ankara,7,Ev & Yaşam,1322.29,1.0,0.0,Yok,Kapıda Ödeme,Masaüstü,7.0,Hayır,3.0,1322.29
S001198,M0261,2025-11-06,Bursa,14,Giyim,484.74,2.0,0.2,Yeni Üye,Banka Kartı,Mobil,1.0,Hayır,5.0,775.58
S000754,M0036,2025-08-05,Ankara,35,Ev & Yaşam,793.23,5.0,0.0,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,,3966.15
S000512,M0291,2025-12-21,İstanbul,31,Kitap,107.31,3.0,0.2,Sepette İndirim,Havale/EFT,Masaüstü,2.0,Hayır,4.0,257.54
S001363,M0309,2025-12-15,İzmir,18,Elektronik,3311.74,1.0,0.2,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,5.0,2649.39
S000276,M0282,2025-10-09,Malatya,39,Ev & Yaşam,676.32,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,6.0,Hayır,5.0,1149.74
S000252,M0297,2025-12-11,Malatya,35,Ev & Yaşam,3227.39,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,4.0,3227.39
S001262,M0268,2025-05-09,Ankara,25,Giyim,2003.2,1.0,0.0,Yok,Kredi Kartı,Mobil,7.0,Hayır,4.0,2003.2
S001333,M0293,2025-01-15,İstanbul,31,Giyim,779.45,1.0,0.05,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,740.48
S000863,M0188,2025-09-24,İzmir,28,Giyim,919.39,2.0,0.15,Yeni Üye,Kapıda Ödeme,Masaüstü,2.0,Hayır,4.0,1562.96
S001105,M0056,2025-08-29,Elazığ,27,Giyim,428.77,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,5.0,Hayır,5.0,385.89
S001214,M0245,2025-06-13,İstanbul,10,Giyim,312.36,2.0,0.05,Yok,Kredi Kartı,Mobil,6.0,Hayır,4.0,593.48
S000629,M0166,2025-12-12,İzmir,29,Elektronik,4021.51,1.0,0.05,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,3820.43
S000613,M0138,2025-03-05,Ankara,45,Elektronik,2739.44,3.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,8218.32
S000419,M0150,2025-02-24,İstanbul,26,Kitap,205.09,2.0,0.25,Sepette İndirim,Kredi Kartı,Tablet,1.0,Evet,3.0,307.64
S000009,M0309,2025-11-11,İzmir,18,Elektronik,6853.14,1.0,0.2,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,4.0,5482.51
S001175,M0295,2025-12-25,İstanbul,47,Giyim,403.58,1.0,0.15,Yeni Üye,Havale/EFT,Tablet,2.0,Hayır,4.0,343.04
S001211,M0309,2025-05-31,İzmir,18,Ev & Yaşam,1072.02,1.0,0.15,Sepette İndirim,Banka Kartı,Tablet,1.0,Hayır,,911.22
S001028,M0131,2025-02-17,İzmir,29,Ev & Yaşam,972.32,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,8.0,Hayır,4.0,875.09
S000929,M0309,2025-12-08,İzmir,18,Kozmetik,483.98,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,5.0,Hayır,4.0,387.18
S000505,M0305,2025-09-11,Ankara,27,Elektronik,1921.29,3.0,0.25,Sepette İndirim,Kredi Kartı,Mobil,2.0,Evet,3.0,4322.9
S001003,M0036,2025-02-15,Ankara,35,Giyim,782.59,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,5.0,626.07
S001084,M0016,2025-05-23,Malatya,30,Elektronik,5440.45,1.0,0.0,Yok,Havale/EFT,Tablet,,Hayır,4.0,5440.45
S000730,M0198,2025-03-02,Bursa,22,Spor,875.46,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,5.0,Hayır,5.0,744.14
S001046,M0174,2025-11-10,Bursa,5,Kozmetik,464.69,1.0,,Hafta Sonu,Havale/EFT,Mobil,4.0,Hayır,5.0,418.22
S000382,M0309,2025-02-28,İzmir,18,Giyim,280.66,3.0,0.05,Hafta Sonu,Banka Kartı,Mobil,2.0,Evet,2.0,799.88
S001261,M0214,2025-12-06,İstanbul,6,Giyim,1734.85,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,5.0,1734.85
S000860,M0309,2025-02-01,İzmir,18,Elektronik,2084.93,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,1876.44
S000615,M0298,2025-09-14,Elazığ,35,Ev & Yaşam,739.1,2.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,5.0,1182.56
S000980,M0107,2025-09-10,İzmir,6,Elektronik,6190.62,2.0,0.05,Hafta Sonu,Havale/EFT,Mobil,4.0,Hayır,4.0,11762.18
S001210,M0049,2025-02-21,İzmir,45,Kozmetik,530.12,1.0,0.1,Yeni Üye,Kredi Kartı,Mobil,4.0,Evet,4.0,477.11
S000968,M0309,2025-03-30,İzmir,18,Spor,1425.74,1.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,9.0,Hayır,2.0,1140.59
S000469,M0283,2025-04-12,İstanbul,14,Ev & Yaşam,248.83,1.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,5.0,223.95
S001087,M0031,2025-05-24,Ankara,13,Kitap,209.65,2.0,,Sepette İndirim,Havale/EFT,Masaüstü,4.0,Hayır,3.0,356.4
S000827,M0191,2025-06-13,Bursa,48,Ev & Yaşam,956.53,4.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,,Hayır,4.0,3252.2
S001298,M0163,2025-03-12,Elazığ,38,Ev & Yaşam,792.43,1.0,0.25,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Evet,2.0,594.32
S000177,M0134,2025-07-19,Ankara,30,Kozmetik,384.81,4.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,5.0,1539.24
S000268,M0309,2025-08-07,İzmir,18,Elektronik,14761.36,5.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,3.0,Evet,3.0,66426.12
S001359,M0284,2025-07-08,İzmir,13,Kitap,304.25,2.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,5.0,608.5
S000309,M0309,2025-12-30,İzmir,18,Kitap,267.85,1.0,0.1,Sepette İndirim,Banka Kartı,Mobil,3.0,Hayır,5.0,241.07
S001358,M0182,2025-08-23,Ankara,12,Kitap,294.98,1.0,0.2,Yeni Üye,Havale/EFT,Mobil,1.0,Hayır,5.0,235.98
S000324,M0312,2025-05-21,İstanbul,11,Giyim,168.87,2.0,0.0,Yok,Banka Kartı,Mobil,3.0,Evet,2.0,337.74
S001056,M0254,2025-07-31,İzmir,22,Ev & Yaşam,296.47,3.0,0.05,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,844.94
S001172,M0254,2025-11-12,İzmir,22,Ev & Yaşam,2066.18,1.0,0.25,Sepette İndirim,Kredi Kartı,Masaüstü,5.0,Hayır,,1549.63
S000581,M0119,2025-09-10,İzmir,16,Kozmetik,424.28,2.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,,848.56
S000704,M0309,2025-06-10,İzmir,18,Giyim,993.85,1.0,0.2,Özel Gün,Banka Kartı,Mobil,4.0,Hayır,3.0,795.08
S000451,M0036,2025-10-17,Ankara,35,Giyim,201.04,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,4.0,361.87
S000202,M0294,2025-05-19,İzmir,18,Giyim,407.04,1.0,0.15,Hafta Sonu,Kapıda Ödeme,Masaüstü,9.0,Hayır,4.0,345.98
S000706,M0309,2025-12-01,İzmir,18,Giyim,873.38,2.0,0.0,Yok,Havale/EFT,Mobil,4.0,Hayır,4.0,1746.76
S000321,M0309,2025-05-09,İzmir,18,Ev & Yaşam,770.24,1.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,3.0,654.7
S001049,M0305,2025-12-18,Ankara,27,Elektronik,1667.7,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,3.0,1584.32
S000850,M0306,2025-09-23,Ankara,25,Kitap,195.68,1.0,0.0,Yok,Kapıda Ödeme,Masaüstü,6.0,Hayır,4.0,195.68
S000677,M0022,2025-03-25,İstanbul,30,Kitap,206.5,3.0,0.05,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,588.52
S001009,M0309,2025-01-28,İzmir,18,Kozmetik,570.22,3.0,0.15,Sepette İndirim,Banka Kartı,Mobil,4.0,Hayır,4.0,1454.06
S001275,M0252,2025-10-13,Ankara,16,Giyim,814.39,2.0,0.15,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,1384.46
S000192,M0170,2025-07-12,Ankara,43,Kitap,177.34,4.0,0.0,Yok,Kredi Kartı,Mobil,5.0,Hayır,5.0,709.36
S000547,M0136,2025-12-26,İstanbul,25,Kozmetik,204.05,2.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,408.1
S000632,M0254,2025-12-09,İzmir,22,Elektronik,12668.33,1.0,0.2,Sepette İndirim,Banka Kartı,Mobil,3.0,Hayır,4.0,10134.66
S001365,M0051,2025-12-06,Elazığ,34,Kozmetik,561.27,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,5.0,505.14
S000046,M0253,2025-03-24,Ankara,5,Elektronik,11644.62,1.0,0.25,Sepette İndirim,Kredi Kartı,Mobil,,Hayır,5.0,8733.46
S000548,M0119,2025-06-01,İzmir,16,Kitap,390.84,2.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,4.0,Hayır,3.0,664.43
S000413,M0006,2025-08-02,Bursa,40,Elektronik,4283.81,1.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,5.0,4283.81
S001339,M0306,2025-04-13,Ankara,25,Giyim,465.87,3.0,0.0,Yok,Kredi Kartı,Masaüstü,,Hayır,3.0,1397.61
S000356,M0309,2025-07-12,İzmir,18,Spor,835.65,3.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,2506.95
S000437,M0256,2025-01-15,Ankara,13,Kitap,174.22,1.0,0.25,Özel Gün,Kredi Kartı,Mobil,5.0,Evet,,130.66
S000887,M0309,2025-08-14,İzmir,18,Elektronik,1558.91,1.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Evet,3.0,1558.91
S000883,M0247,2025-11-23,Elazığ,19,Kozmetik,298.27,1.0,0.0,Yok,Kredi Kartı,Mobil,7.0,Hayır,4.0,298.27
S000976,M0309,2025-02-05,İzmir,18,Kozmetik,485.41,1.0,0.15,Hafta Sonu,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,412.6
S000719,M0155,2025-05-01,Ankara,7,Giyim,1054.35,2.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,2108.7
S000958,M0279,2025-10-22,Ankara,44,Ev & Yaşam,604.46,5.0,0.0,Yok,Kredi Kartı,Masaüstü,9.0,Hayır,5.0,3022.3
S000450,M0135,2025-07-05,Malatya,22,Elektronik,2099.29,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,2.0,2099.29
S000006,M0306,2025-07-11,Ankara,25,Ev & Yaşam,575.36,1.0,0.05,Yok,Kredi Kartı,Mobil,2.0,Hayır,,546.59
S000801,M0057,2025-05-30,Bursa,16,Kozmetik,881.98,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,881.98
S000420,M0087,2025-01-02,İstanbul,45,Giyim,430.19,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,5.0,430.19
S000510,M0309,2025-05-28,İzmir,18,Ev & Yaşam,791.94,3.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,5.0,2257.03
S000989,M0201,2025-11-16,Ankara,17,Kozmetik,360.36,1.0,0.2,Özel Gün,Kapıda Ödeme,Mobil,35.0,Hayır,4.0,288.29
S000260,M0246,2025-07-23,İstanbul,17,Elektronik,4232.74,1.0,0.0,Yok,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,4232.74
S000601,M0030,2025-09-07,Elazığ,35,Giyim,245.91,1.0,0.05,Yok,Havale/EFT,Masaüstü,3.0,Hayır,4.0,233.61
S000688,M0001,2025-07-15,İstanbul,14,Giyim,728.01,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Evet,,728.01
S000373,M0313,2025-09-30,İzmir,8,Spor,704.82,2.0,0.15,Özel Gün,Kredi Kartı,Mobil,4.0,Hayır,5.0,1198.19
S000362,M0309,2025-06-01,İzmir,18,Kozmetik,209.5,1.0,0.2,Sepette İndirim,Havale/EFT,Mobil,3.0,Hayır,4.0,167.6
S000269,M0254,2025-04-13,İzmir,22,Giyim,1176.71,5.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,3.0,5589.37
S001187,M0284,2025-06-19,İzmir,13,Ev & Yaşam,1411.08,3.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,4233.24
S001212,M0309,2025-11-06,İzmir,18,Spor,413.4,2.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,4.0,826.8
S000219,M0287,2025-05-08,Ankara,5,Giyim,574.78,1.0,0.0,Yok,Kredi Kartı,Tablet,5.0,Hayır,4.0,574.78
S000288,M0306,2025-02-05,Ankara,25,Elektronik,7266.11,1.0,0.2,Özel Gün,Kredi Kartı,Mobil,4.0,Hayır,5.0,5812.89
S001061,M0040,2025-08-28,İzmir,19,Giyim,535.8,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,4.0,535.8
S001228,M0136,2025-09-24,İstanbul,25,Giyim,606.55,1.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,545.9
S000766,M0205,2025-03-31,İstanbul,39,Elektronik,2412.83,2.0,0.0,Yok,Kredi Kartı,Mobil,7.0,Hayır,3.0,4825.66
S001022,M0066,2025-02-10,İzmir,47,Spor,926.78,4.0,0.05,Yok,Havale/EFT,Mobil,3.0,Hayır,,3521.76
S000110,M0056,2025-06-16,Elazığ,27,Giyim,591.88,3.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,4.0,Hayır,5.0,1598.08
S001224,M0123,2025-11-27,Bursa,42,Spor,1213.82,2.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,5.0,Hayır,5.0,2184.88
S001388,M0305,2025-08-26,Ankara,27,Spor,1337.05,1.0,0.1,Hafta Sonu,Banka Kartı,Mobil,8.0,Evet,,1203.34
S000502,M0155,2025-03-03,Ankara,7,Kitap,331.91,2.0,0.1,Yeni Üye,Havale/EFT,Mobil,2.0,Hayır,3.0,597.44
S000874,M0301,2025-04-24,Bursa,4,Kozmetik,797.72,5.0,0.0,Yok,Banka Kartı,Masaüstü,4.0,Hayır,4.0,3988.6
S001248,M0007,2025-08-21,Elazığ,17,Elektronik,6369.9,1.0,0.25,Özel Gün,Kredi Kartı,Masaüstü,8.0,Evet,,4777.42
S001065,M0097,2025-09-19,İzmir,32,Ev & Yaşam,707.14,1.0,0.2,Sepette İndirim,Kredi Kartı,Tablet,3.0,Hayır,5.0,565.71
S000372,M0022,2025-09-27,İstanbul,30,Giyim,567.29,3.0,0.2,Özel Gün,Kredi Kartı,Mobil,3.0,Evet,2.0,1361.5
S000806,M0191,2025-12-10,Bursa,48,Spor,3010.62,1.0,0.15,Yeni Üye,Kredi Kartı,Mobil,4.0,Hayır,5.0,2559.03
S000281,M0119,2025-04-14,İzmir,16,Elektronik,9584.93,1.0,0.0,Yok,Banka Kartı,Mobil,5.0,Hayır,4.0,9584.93
S000148,M0119,2025-09-09,İzmir,16,Ev & Yaşam,1121.17,2.0,0.15,Sepette İndirim,Kapıda Ödeme,Mobil,3.0,Hayır,4.0,1905.99
S000761,M0204,2025-09-09,İstanbul,23,Ev & Yaşam,558.88,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,5.0,502.99
S000892,M0165,2025-06-12,Malatya,15,Spor,519.52,5.0,0.0,Yok,Kredi Kartı,Masaüstü,5.0,Hayır,3.0,2597.6
S000166,M0064,2025-04-17,İzmir,40,Giyim,726.84,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,2.0,1308.31
S001230,M0026,2025-06-04,İstanbul,7,Elektronik,3647.93,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,3283.14
S000405,M0308,2025-07-27,İstanbul,32,Ev & Yaşam,1863.32,2.0,0.2,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,5.0,2981.31
S000380,M0256,2025-04-02,Ankara,13,Giyim,696.16,1.0,0.2,Sepette İndirim,Kredi Kartı,Masaüstü,6.0,Hayır,5.0,556.93
S000462,M0217,2025-04-05,Ankara,46,Spor,692.91,1.0,0.2,Sepette İndirim,Havale/EFT,Mobil,5.0,Hayır,4.0,554.33
S000215,M0298,2025-11-12,Elazığ,35,Elektronik,3935.1,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,4.0,3935.1
S000142,M0205,2025-11-15,İstanbul,39,Kozmetik,290.48,4.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,5.0,Hayır,4.0,987.63
S000284,M0309,2025-02-02,İzmir,18,Kozmetik,233.1,1.0,0.1,Hafta Sonu,Havale/EFT,Tablet,1.0,Hayır,4.0,209.79
S000568,M0195,2025-12-26,Elazığ,5,Kitap,213.89,2.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,5.0,Hayır,4.0,363.61
S001156,M0300,2025-01-15,İzmir,41,Kitap,267.01,4.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,4.0,1014.64
S000772,M0056,2025-03-04,Elazığ,27,Kozmetik,527.73,1.0,0.0,Yok,,Mobil,2.0,Hayır,5.0,527.73
S000357,M0220,2025-07-03,Bursa,19,Kitap,271.21,1.0,0.05,Yok,Banka Kartı,Mobil,3.0,Hayır,5.0,257.65
S000807,M0305,2025-11-22,Ankara,27,Spor,796.7,1.0,0.1,Hafta Sonu,Havale/EFT,Masaüstü,1.0,Evet,3.0,717.03
S000557,M0236,2025-04-23,Ankara,28,Ev & Yaşam,1288.68,3.0,0.25,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,4.0,2899.53
S000549,M0309,2025-12-13,İzmir,18,Ev & Yaşam,3071.06,3.0,0.1,Yeni Üye,Havale/EFT,Mobil,1.0,Hayır,4.0,8291.86
S000090,M0060,2025-09-18,Ankara,1,Kozmetik,560.84,5.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,4.0,2804.2
S001139,M0299,2025-08-16,Ankara,27,Kozmetik,535.57,1.0,0.2,Sepette İndirim,Kredi Kartı,Tablet,7.0,Hayır,4.0,428.46
S000507,M0110,2025-01-06,Bursa,20,Elektronik,949.23,1.0,0.0,Yok,Kredi Kartı,Masaüstü,7.0,Hayır,5.0,949.23
S001132,M0300,2025-03-15,İzmir,41,Ev & Yaşam,609.69,2.0,0.1,Hafta Sonu,Banka Kartı,Masaüstü,2.0,Hayır,4.0,1097.44
S000872,M0230,2025-10-19,İstanbul,1,Spor,961.7,4.0,0.25,Özel Gün,Kapıda Ödeme,Mobil,8.0,Evet,,2885.1
S000063,M0277,2025-03-24,İstanbul,7,Elektronik,6341.75,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,3.0,6341.75
S000435,M0184,2025-05-14,İstanbul,25,Giyim,235.68,2.0,0.15,Yeni Üye,Kapıda Ödeme,Mobil,4.0,Hayır,5.0,400.66
S001157,M0243,2025-06-10,Malatya,34,Ev & Yaşam,706.58,3.0,0.0,Yok,Banka Kartı,Mobil,4.0,Hayır,4.0,2119.74
S000352,M0290,2025-11-01,Ankara,25,Ev & Yaşam,2072.08,1.0,0.15,Hafta Sonu,Havale/EFT,Masaüstü,,Hayır,4.0,1761.27
S000870,M0074,2025-01-27,İzmir,3,Giyim,1000.01,1.0,0.05,Yok,Havale/EFT,Mobil,3.0,Evet,1.0,950.01
S000511,M0134,2025-05-24,Ankara,30,Elektronik,5250.64,1.0,0.1,Hafta Sonu,Banka Kartı,Mobil,9.0,Hayır,4.0,4725.58
S000457,M0195,2025-07-24,Elazığ,5,Ev & Yaşam,1325.92,1.0,0.0,Yok,Kredi Kartı,Masaüstü,5.0,Hayır,,1325.92
S001274,M0175,2025-07-02,İstanbul,14,Kitap,330.43,1.0,0.2,Sepette İndirim,Havale/EFT,Masaüstü,1.0,Hayır,4.0,311.92
S000307,M0113,2025-03-03,İzmir,19,Ev & Yaşam,793.81,2.0,0.05,Yok,Banka Kartı,Tablet,9.0,Hayır,3.0,1508.24
S000849,M0309,2025-08-08,İzmir,18,Kitap,249.34,1.0,0.0,Yok,Kapıda Ödeme,Masaüstü,5.0,Hayır,5.0,249.34
S001336,M0237,2025-02-17,Malatya,13,Kozmetik,624.52,3.0,0.1,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,4.0,1686.2
S000426,M0043,2025-06-08,Bursa,26,Kozmetik,332.12,2.0,0.25,Özel Gün,Kredi Kartı,Mobil,2.0,Hayır,4.0,498.18
S001286,M0315,2025-04-29,İstanbul,36,Spor,357.77,2.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,4.0,715.54
S000455,M0309,2025-07-13,İzmir,18,Kitap,198.68,1.0,0.1,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,4.0,178.81
S000085,M0221,2025-01-16,Elazığ,24,Ev & Yaşam,1815.24,5.0,0.2,Yeni Üye,Banka Kartı,Masaüstü,8.0,Hayır,3.0,7260.96
S000741,M0079,2025-09-05,Ankara,40,Elektronik,2097.29,4.0,0.15,Hafta Sonu,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,7130.79
S000481,M0282,2025-11-15,Malatya,39,Giyim,469.86,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,,469.86
S001099,M0228,2025-09-09,İstanbul,27,Kitap,162.87,1.0,0.25,Özel Gün,Kredi Kartı,Mobil,3.0,Hayır,4.0,122.15
S000175,M0309,2025-12-10,İzmir,18,Spor,767.22,1.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,767.22
S000293,M0309,2025-11-13,İzmir,18,Elektronik,9233.29,3.0,0.15,Sepette İndirim,Banka Kartı,Mobil,4.0,Hayır,4.0,23544.89
S000791,M0309,2025-07-04,İzmir,18,Giyim,564.77,1.0,0.05,Yok,Kapıda Ödeme,Masaüstü,4.0,Evet,3.0,536.53
